id,name,country,voltage,is_substation,longitude,latitude,type,population
5834,Tiefencastel,CH,380.0,true,9.492188,46.581518,PQ,9254.960818780968
5843,Beznau,CH,220.0,true,8.272705,47.480088,PQ,62258.60680023639
5844,Beznau,CH,380.0,true,8.272705,47.480088,PV,124517.21355896704
5946,Limmern,CH,380.0,true,8.931885,46.875213,PV,28991.438485795126
7253,Unnamed 778,XX,380.0,false,7.61311390381664,47.6262097148403,PQ,0.0
7308,Unnamed 833,CH,220.0,false,7.020264,46.233053,PQ,27911.39058034208
7310,Unnamed 835,CH,380.0,false,7.77862644191029,47.5113669204015,PQ,54546.86114620573
7325,Unnamed 850,XX,380.0,false,7.4049768924999,47.6422163336185,PQ,0.0
7355,Unnamed 880,XX,380.0,false,10.5800779066249,47.2184686082384,PQ,0.0
7460,Unnamed 985,XX,220.0,false,7.1521,45.882361,PQ,0.0
7483,Unnamed 1008,CH,220.0,false,6.987305,46.286224,PQ,30707.350014159325
7505,Unnamed 1030,CH,220.0,false,7.514648,47.129951,PQ,52330.871847628136
7608,Unnamed 1133,CH,380.0,false,7.1521,46.995241,PQ,89813.30196372548
7669,Unnamed 1194,CH,220.0,false,8.17382799999999,47.077604,PQ,51497.5593528981
7670,Unnamed 1195,CH,380.0,false,8.17382799999999,47.077604,PQ,102995.11867146441
7686,Unnamed 1211,CH,220.0,false,7.83325200000001,46.346928,PQ,11388.11116378366
7691,Unnamed 1216,CH,380.0,false,9.79980499999999,46.55886,PQ,9963.578071927697
7704,Unnamed 1229,CH,220.0,false,8.54736300000001,46.437857,PQ,4450.683258194647
7732,Unnamed 1257,CH,220.0,false,8.32763700000001,46.528635,PQ,4257.020695507762
7733,Unnamed 1258,CH,380.0,false,8.32763700000001,46.528635,PQ,8514.04138817751
7753,Unnamed 1278,CH,380.0,false,10.030518,46.709736,PQ,9431.003339596142
7762,Unnamed 1287,CH,380.0,false,7.602539,47.405785,PQ,62371.85107150406
7768,Unnamed 1293,CH,380.0,false,7.59155299999999,47.323931,PQ,83875.08219553986
7804,Unnamed 1329,CH,380.0,false,8.63525400000001,46.83765,PQ,32029.44970880321
7809,Unnamed 1334,CH,220.0,false,8.47045899999999,47.480088,PQ,61894.732686906515
7819,Unnamed 1344,CH,380.0,false,8.47045899999999,46.528635,PQ,10002.168199964379
7829,Unnamed 1354,CH,220.0,false,7.98706099999999,46.286224,PQ,7135.743982769269
