bus_id1,bus_id2,country1,country2,circuit,underground,in_construction,is_dc,voltage,line_length,r,x,b,fmax
314,329,ES,ES,2,false,false,false,220.0,17.040205069,1.073532919347,6.13447382484,0.0,490.0
295,330,ES,ES,2,false,true,false,380.0,67.498443937,1.8899564302360001,17.887087643305,0.0,1700.0
333,334,ES,ES,2,false,false,false,220.0,24.21249247,1.5253870256100002,8.7164972892,0.0,490.0
262,335,ES,ES,1,false,false,false,380.0,17.13102951,0.47966882628,4.539722820150001,0.0,1700.0
258,336,ES,ES,2,false,false,false,380.0,14.32361486,0.40106121608,3.7957579379,0.0,1700.0
249,339,ES,ES,1,false,true,false,220.0,16.894611440000002,1.0643605207200002,6.0820601184,0.0,490.0
235,341,ES,ES,1,false,false,false,220.0,25.843659925,1.628150575275,9.303717573,0.0,490.0
250,343,ES,ES,1,false,true,false,220.0,25.738598828999997,1.621531726227,9.265895578439999,0.0,490.0
116,360,GR,TR,1,false,false,false,380.0,130.825361618,3.6631101253039997,34.66872082877,0.0,1700.0
3930,3947,BG,BG,1,false,false,false,220.0,91.13665205299999,5.741609079339,32.80919473908,0.0,490.0
298,491,ES,ES,1,false,false,false,220.0,20.250606551,1.275788212713,7.29021835836,0.0,490.0
296,492,ES,ES,2,false,true,false,220.0,15.770781909,0.993559260267,5.67748148724,0.0,490.0
252,492,ES,ES,1,false,false,false,220.0,9.757370732,0.614714356116,3.51265346352,0.0,490.0
492,493,ES,ES,1,false,false,false,220.0,11.819840848,0.744649973424,4.25514270528,0.0,490.0
340,494,ES,ES,1,false,false,false,220.0,38.300446347,2.4129281198609998,13.78816068492,0.0,490.0
247,494,ES,ES,1,false,false,false,220.0,41.255520927,2.599097818401,14.85198753372,0.0,490.0
247,494,ES,ES,1,false,false,false,220.0,36.732697421999994,2.3141599375859996,13.223771071919998,0.0,490.0
340,494,ES,ES,1,false,false,false,220.0,37.429121331000005,2.358034643853,13.47448367916,0.0,490.0
249,495,ES,ES,1,false,false,false,220.0,10.482008986,0.660366566118,3.77352323496,0.0,490.0
249,495,ES,ES,1,false,false,false,220.0,10.605026726,0.668116683738,3.81780962136,0.0,490.0
247,496,XX,XX,1,false,false,false,220.0,76.10089754799999,4.794356545524,27.396323117279994,0.0,490.0
91,500,AL,AL,2,false,false,false,220.0,72.09716583100001,4.542121447353001,25.954979699160003,0.0,490.0
291,503,ES,ES,1,false,false,false,220.0,12.656315629,0.797347884627,4.5562736264399994,0.0,490.0
326,506,ES,ES,2,false,false,false,380.0,12.705195589,0.355745476492,3.3668768310850004,0.0,1700.0
344,505,ES,ES,1,false,false,false,220.0,9.911001626,0.624393102438,3.5679605853599994,0.0,490.0
281,507,ES,ES,2,false,false,false,380.0,13.059848253,0.365675751084,3.4608597870450004,0.0,1700.0
281,509,ES,ES,2,false,false,false,380.0,41.906178729,1.1733730044119999,11.105137363185,0.0,1700.0
511,512,AL,AL,1,false,false,false,220.0,9.683913947999999,0.610086578724,3.4862090212799997,0.0,490.0
88,514,AL,AL,2,false,true,false,220.0,16.789272544,1.057724170272,6.044138115839999,0.0,490.0
513,514,AL,AL,2,false,true,false,220.0,20.700200019,1.3041126011970001,7.45207200684,0.0,490.0
87,515,AL,AL,2,false,false,false,220.0,11.644696197,0.733615860411,4.19209063092,0.0,490.0
197,520,IT,IT,1,false,false,false,380.0,30.505630798,0.8541576623439999,8.08399216147,0.0,1700.0
200,520,IT,IT,1,false,false,false,380.0,57.613111519,1.6131671225320001,15.267474552535,0.0,1700.0
192,521,IT,IT,1,false,false,false,380.0,44.55971267899999,1.247671955012,11.808323859935,0.0,1700.0
200,522,IT,IT,1,false,false,false,380.0,110.674005479,3.098872153412,29.328611451935004,0.0,1700.0
521,522,IT,IT,1,false,false,false,380.0,34.015319809,0.952428954652,9.014059749385,0.0,1700.0
218,523,IT,IT,1,false,false,false,380.0,20.222082854,0.566218319912,5.3588519563100006,0.0,1700.0
184,523,IT,IT,2,false,false,false,380.0,17.574883269999997,0.49209673155999994,4.657344066549999,0.0,1700.0
185,523,IT,IT,1,false,false,false,380.0,60.736440265999995,1.7006203274479998,16.09515667049,0.0,1700.0
181,524,IT,IT,1,false,false,false,380.0,21.918971942,0.613731214376,5.80852756463,0.0,1700.0
183,524,IT,IT,1,false,true,false,380.0,20.944245523000003,0.5864388746440001,5.5502250635950015,0.0,1700.0
524,525,IT,IT,1,false,true,false,380.0,52.568518985000004,1.47191853158,13.930657531025002,0.0,1700.0
185,525,IT,IT,1,false,false,false,380.0,34.526049056000005,0.9667293735680001,9.149402999840001,0.0,1700.0
524,525,IT,IT,1,false,false,false,380.0,27.292837366,0.7641994462480001,7.232601901990001,0.0,1700.0
